date,open,high,low,close,volume
2024-08-29 04:00:00,164.31,165.97,160.25,161.78,19699767.0
2024-08-30 04:00:00,162.615,163.66,161.6925,163.38,22123811.0
2024-09-03 04:00:00,161.72,161.85,156.48,157.36,38945301.0
2024-09-04 04:00:00,156.655,159.0,155.9616,156.45,19353759.0
2024-09-05 04:00:00,156.3,159.45,155.9805,157.24,18688747.0
2024-09-06 04:00:00,157.3,157.83,150.55,150.92,37912130.0
2024-09-09 04:00:00,152.51,153.4,147.215,148.71,39260451.0
2024-09-10 04:00:00,150.45,151.27,148.34,148.66,31118765.0
2024-09-11 04:00:00,149.92,151.5,147.52,151.16,29607693.0
2024-09-12 04:00:00,153.8,154.82,152.65,154.69,29695048.0
2024-09-13 04:00:00,155.43,158.38,155.21,157.46,29591152.0
2024-09-16 04:00:00,157.31,158.25,156.6,158.06,18379775.0
2024-09-17 04:00:00,159.02,160.55,158.375,159.32,20715612.0
2024-09-18 04:00:00,159.86,160.5,158.595,159.81,23677315.0
2024-09-19 04:00:00,163.71,163.79,161.34,162.14,26587733.0
2024-09-20 04:00:00,163.5,163.73,162.06,163.59,40896438.0
2024-09-23 04:00:00,164.35,165.49,161.67,161.85,24150852.0
2024-09-24 04:00:00,163.03,163.2158,160.69,162.29,23332147.0
2024-09-25 04:00:00,161.47,162.81,161.3,161.49,18869199.0
2024-09-26 04:00:00,163.64,164.08,162.28,162.73,20319336.0
2024-09-27 04:00:00,162.81,165.7,162.6261,163.95,21101307.0
2024-09-30 04:00:00,163.32,166.15,163.26,165.85,20481303.0
2024-10-01 04:00:00,167.685,169.16,164.58,166.99,28338123.0
2024-10-02 04:00:00,166.42,167.52,164.73,165.86,17760179.0
2024-10-03 04:00:00,164.41,166.64,163.923,165.86,15073101.0
2024-10-04 04:00:00,168.06,168.23,165.48,167.06,19093724.0
2024-10-07 04:00:00,167.72,168.48,162.75,162.98,22463140.0
2024-10-08 04:00:00,163.94,164.725,162.87,164.38,23072733.0
2024-10-09 04:00:00,163.45,164.84,159.74,161.86,31181774.0
2024-10-10 04:00:00,160.87,163.07,160.395,162.08,14144068.0
2024-10-11 04:00:00,162.13,163.9,161.235,163.24,15344251.0
2024-10-14 04:00:00,163.64,166.226,163.4,164.96,19016141.0
2024-10-15 04:00:00,165.785,167.68,164.625,165.46,20247195.0
2024-10-16 04:00:00,164.53,165.8,163.74,165.16,16406030.0
2024-10-17 04:00:00,165.73,166.37,162.76,162.93,21453395.0
2024-10-18 04:00:00,163.19,164.71,163.08,163.42,19757661.0
2024-10-21 04:00:00,162.95,164.5,162.62,164.07,20946455.0
2024-10-22 04:00:00,162.98,165.77,162.98,165.14,16568121.0
2024-10-23 04:00:00,164.76,165.82,161.925,162.78,18280518.0
2024-10-24 04:00:00,162.83,163.33,161.01,162.72,22412527.0
2024-10-25 04:00:00,163.67,165.59,163.42,165.27,19828884.0
2024-10-28 04:00:00,168.75,168.75,163.95,166.72,32138641.0
2024-10-29 04:00:00,167.73,170.38,167.0896,169.68,42169025.0
2024-10-30 04:00:00,180.68,182.02,174.0599,174.46,68890787.0
2024-10-31 04:00:00,173.13,176.82,171.0,171.11,44768981.0
2024-11-01 04:00:00,170.07,172.32,168.88,171.29,31796477.0
2024-11-04 05:00:00,169.93,170.73,168.011,169.24,21492744.0
2024-11-05 05:00:00,169.43,170.53,168.84,169.74,18242050.0
2024-11-06 05:00:00,173.8,176.94,173.5,176.51,33695538.0
2024-11-07 05:00:00,177.41,181.08,177.19,180.75,25352939.0
2024-11-08 05:00:00,180.645,180.9,178.08,178.35,22006182.0
2024-11-11 05:00:00,178.58,180.545,178.47,180.35,17450354.0
2024-11-12 05:00:00,179.82,182.49,179.39,181.62,25134905.0
2024-11-13 05:00:00,180.46,180.96,178.54,178.88,23184003.0
2024-11-14 05:00:00,178.28,178.82,174.3218,175.58,31007457.0
2024-11-15 05:00:00,173.73,174.14,171.22,172.49,32504649.0
2024-11-18 05:00:00,173.42,175.438,172.9,175.3,20241897.0
2024-11-19 05:00:00,173.72,178.87,173.56,178.12,23750925.0
2024-11-20 05:00:00,177.34,177.675,173.78,175.98,18988159.0
2024-11-21 05:00:00,173.9,174.13,163.7,167.63,59734379.0
2024-11-22 05:00:00,165.85,166.46,163.9,164.76,38604587.0
2024-11-25 05:00:00,166.09,168.63,165.6072,167.65,33135263.0
2024-11-26 05:00:00,167.63,169.82,167.58,169.12,20486720.0
2024-11-27 05:00:00,169.0,169.4832,168.02,169.23,19266511.0
2024-11-29 05:00:00,168.5,169.43,167.16,168.95,14257244.0
2024-12-02 05:00:00,168.765,172.075,168.57,171.49,23789084.0
2024-12-03 05:00:00,171.49,172.68,170.85,171.34,22248705.0
2024-12-04 05:00:00,171.145,174.91,171.06,174.37,31615137.0
2024-12-05 05:00:00,175.36,176.06,172.33,172.64,21356243.0
2024-12-06 05:00:00,172.03,175.08,171.86,174.71,21462393.0
2024-12-09 05:00:00,173.96,176.26,173.65,175.37,25389631.0
2024-12-10 05:00:00,182.845,186.36,181.05,185.17,54813022.0
2024-12-11 05:00:00,185.31,195.61,184.85,195.4,67894071.0
2024-12-12 05:00:00,195.0,195.18,191.71,191.96,34817486.0
2024-12-13 05:00:00,191.01,192.73,189.64,189.82,25143495.0
2024-12-16 05:00:00,192.87,199.0,192.62,196.66,44934901.0
2024-12-17 05:00:00,197.25,201.42,194.98,195.42,43504025.0
2024-12-18 05:00:00,195.22,197.0,187.74,188.4,34166074.0
2024-12-19 05:00:00,191.625,193.03,188.38,188.51,32265241.0
2024-12-20 05:00:00,185.78,192.89,185.22,191.41,63462934.0
2024-12-23 05:00:00,192.62,195.1,190.15,194.63,25675014.0
2024-12-24 05:00:00,194.84,196.11,193.78,196.11,10403259.0
2024-12-26 05:00:00,195.15,196.748,194.375,195.6,12057210.0
2024-12-27 05:00:00,194.95,195.32,190.65,192.76,18891362.0
2024-12-30 05:00:00,189.8,192.55,189.12,191.24,14264659.0
2024-12-31 05:00:00,191.075,191.96,188.51,189.3,17466919.0
2025-01-02 05:00:00,190.65,192.0,187.5,189.43,20370828.0
2025-01-03 05:00:00,191.37,193.21,189.975,191.79,18596159.0
2025-01-06 05:00:00,193.98,198.2222,193.85,196.87,29563638.0
2025-01-07 05:00:00,197.11,201.0,194.6,195.49,26487244.0
2025-01-08 05:00:00,192.57,196.29,192.38,193.95,24864766.0
2025-01-10 05:00:00,194.295,196.52,190.31,192.04,26665206.0
2025-01-13 05:00:00,190.07,191.18,187.36,191.01,21823699.0
2025-01-14 05:00:00,191.24,191.98,188.3082,189.66,17174854.0
2025-01-15 05:00:00,193.09,196.36,191.86,195.55,21775969.0
2025-01-16 05:00:00,194.14,195.48,192.81,192.91,17815432.0
2025-01-17 05:00:00,196.53,197.23,193.75,196.0,27735089.0
2025-01-21 05:00:00,199.07,202.29,197.87,198.05,29971292.0
2025-01-22 05:00:00,199.06,200.48,197.53,198.37,26200617.0
2025-01-23 05:00:00,198.14,200.3,195.2,197.98,26951357.0
2025-01-24 05:00:00,198.1,200.9,198.0,200.21,23877521.0
2025-01-27 05:00:00,192.41,196.88,190.73,191.81,41728893.0
2025-01-28 05:00:00,192.745,195.48,190.68,195.3,24157929.0
2025-01-29 05:00:00,195.555,196.785,193.43,195.41,18218256.0
2025-01-30 05:00:00,198.0,201.4,197.67,200.87,24354684.0
2025-01-31 05:00:00,202.0,205.48,201.8,204.02,32041952.0
2025-02-03 05:00:00,200.69,203.75,200.1,201.23,27815470.0
2025-02-04 05:00:00,203.39,207.05,202.81,206.38,43757263.0
2025-02-05 05:00:00,191.07,192.75,188.03,191.33,70461770.0
2025-02-06 05:00:00,189.5,192.1,188.72,191.6,29297442.0
2025-02-07 05:00:00,191.05,191.18,183.24,185.34,49156418.0
2025-02-10 05:00:00,187.35,188.2,185.86,186.47,23085939.0
2025-02-11 05:00:00,185.03,186.94,184.28,185.32,21239519.0
2025-02-12 05:00:00,183.22,185.11,181.83,183.61,22072559.0
2025-02-13 05:00:00,184.32,186.28,183.14,186.14,21402523.0
2025-02-14 05:00:00,185.055,186.4,184.32,185.23,20448437.0
2025-02-18 05:00:00,185.6,185.96,181.7401,183.77,29916675.0
2025-02-19 05:00:00,184.07,185.46,183.59,185.27,19529444.0
2025-02-20 05:00:00,184.8,185.31,182.72,184.56,20441462.0
2025-02-21 05:00:00,185.15,185.34,179.08,179.66,35199239.0
2025-02-24 05:00:00,181.99,183.12,178.885,179.25,29854206.0
2025-02-25 05:00:00,178.04,178.74,174.6939,175.42,41913411.0
2025-02-26 05:00:00,175.07,176.08,171.5807,172.73,35431268.0
2025-02-27 05:00:00,173.99,174.56,167.94,168.5,39991015.0
2025-02-28 05:00:00,168.68,170.61,166.77,170.28,48130565.0
2025-03-03 05:00:00,171.925,173.37,165.93,167.01,40770451.0
2025-03-04 05:00:00,166.24,173.2946,165.8,170.92,45387996.0
2025-03-05 05:00:00,170.52,173.78,169.06,173.02,30954922.0
2025-03-06 05:00:00,170.53,174.81,170.5,172.35,28301953.0
2025-03-07 05:00:00,171.26,174.97,170.27,173.86,27385813.0
2025-03-10 04:00:00,168.26,168.46,163.69,165.87,43604027.0
2025-03-11 04:00:00,164.91,166.75,161.37,164.04,39587414.0
2025-03-12 04:00:00,166.58,167.6399,163.53,167.11,28372396.0
2025-03-13 04:00:00,166.035,166.13,162.11,162.76,31756214.0
2025-03-14 04:00:00,163.27,166.49,162.45,165.49,31995894.0
2025-03-17 04:00:00,165.03,166.3,163.67,164.29,31184335.0
2025-03-18 04:00:00,163.675,164.25,156.72,160.67,42074751.0
2025-03-19 04:00:00,161.76,165.87,161.0,163.89,34275582.0
2025-03-20 04:00:00,161.57,164.89,160.96,162.8,28138464.0
2025-03-21 04:00:00,161.205,164.24,160.8901,163.99,36625764.0
2025-03-24 04:00:00,167.065,168.32,165.14,167.68,30879129.0
2025-03-25 04:00:00,168.98,170.63,168.315,170.56,24174373.0
2025-03-26 04:00:00,169.0,169.61,164.84,165.06,28939326.0
2025-03-27 04:00:00,164.63,165.42,162.0,162.24,24508273.0
2025-03-28 04:00:00,160.49,161.82,153.63,154.33,48669335.0
2025-03-31 04:00:00,153.11,155.54,150.662,154.64,54603335.0
2025-04-01 04:00:00,153.62,158.1,153.62,157.07,30672899.0
2025-04-02 04:00:00,155.15,158.4052,154.7,157.04,25041730.0
2025-04-03 04:00:00,151.11,152.7799,150.39,150.72,46883360.0
2025-04-04 04:00:00,148.01,151.07,145.38,145.6,62258205.0
2025-04-07 04:00:00,141.55,152.85,140.53,146.75,76794136.0
2025-04-08 04:00:00,151.22,152.24,143.03,144.7,52192771.0
2025-04-09 04:00:00,144.415,159.55,143.905,158.71,70388272.0
2025-04-10 04:00:00,156.54,157.72,149.93,152.82,48021972.0
2025-04-11 04:00:00,152.9,157.67,152.82,157.14,33636239.0
2025-04-14 04:00:00,159.995,161.72,157.56,159.07,30332957.0
2025-04-15 04:00:00,159.125,159.65,155.21,156.31,27551534.0
2025-04-16 04:00:00,153.1,155.89,151.51,153.33,28187421.0
2025-04-17 04:00:00,154.29,154.68,148.5,151.16,33046436.0
2025-04-21 04:00:00,148.88,148.945,146.1,147.67,26049115.0
2025-04-22 04:00:00,148.89,152.19,148.54,151.47,26971750.0
2025-04-23 04:00:00,155.61,157.525,153.81,155.35,31128833.0
2025-04-24 04:00:00,156.15,159.59,155.79,159.28,45893951.0
2025-04-25 04:00:00,165.07,166.1,161.04,161.96,56033995.0
2025-04-28 04:00:00,162.425,163.15,158.6,160.61,29745782.0
2025-04-29 04:00:00,160.325,160.74,157.52,160.16,26808958.0
2025-04-30 04:00:00,157.975,159.27,155.4,158.8,34981059.0
2025-05-01 04:00:00,160.45,161.95,158.91,161.3,30203248.0
2025-05-02 04:00:00,163.405,164.97,161.87,164.03,25715005.0
2025-05-05 04:00:00,163.0,165.39,162.72,164.21,21341814.0
2025-05-06 04:00:00,162.17,164.8,161.19,163.23,21277210.0
2025-05-07 04:00:00,164.08,165.0,147.84,151.38,127747554.0
2025-05-08 04:00:00,155.0,155.93,152.9,154.28,57498692.0
2025-05-09 04:00:00,154.17,155.05,152.2,152.75,32435281.0
2025-05-12 04:00:00,157.485,159.1,156.25,158.46,44138818.0
2025-05-13 04:00:00,158.79,160.57,156.16,159.53,42382126.0
2025-05-14 04:00:00,159.96,167.0,159.61,165.37,48755869.0
2025-05-15 04:00:00,165.84,166.205,162.3732,163.96,33146669.0
2025-05-16 04:00:00,167.725,169.35,165.62,166.19,42846925.0
2025-05-19 04:00:00,164.51,166.64,164.22,166.54,30426097.0
2025-05-20 04:00:00,166.43,168.5,162.9,163.98,46607656.0
2025-05-21 04:00:00,163.69,173.14,163.56,168.56,73415956.0
2025-05-22 04:00:00,171.85,176.77,170.71,170.87,74864418.0
2025-05-23 04:00:00,169.055,169.96,167.89,168.47,35211439.0
2025-05-27 04:00:00,170.16,173.17,170.0,172.9,37995670.0
2025-05-28 04:00:00,173.16,175.265,171.9107,172.36,34783997.0
2025-05-29 04:00:00,174.0,174.4193,170.63,171.86,29373803.0
2025-05-30 04:00:00,171.35,172.205,167.44,171.74,52639911.0
2025-06-02 04:00:00,167.84,169.87,167.39,169.03,38612272.0
2025-06-03 04:00:00,167.49,168.475,165.28,166.18,45084903.0
2025-06-04 04:00:00,166.735,168.215,166.36,168.05,26900838.0
2025-06-05 04:00:00,170.34,170.93,167.59,168.21,36444564.0
2025-06-06 04:00:00,170.83,174.5,170.83,173.68,35731832.0
2025-06-09 04:00:00,174.54,176.47,174.37,176.09,28935906.0
2025-06-10 04:00:00,176.2,181.105,174.91,178.6,61766121.0
2025-06-11 04:00:00,179.77,180.37,176.75,177.35,31646757.0
2025-06-12 04:00:00,176.18,176.72,174.745,175.7,20941873.0
2025-06-13 04:00:00,172.44,177.13,172.385,174.67,27663107.0
2025-06-16 04:00:00,174.73,176.94,174.65,176.77,27389208.0
2025-06-17 04:00:00,175.7,177.3648,174.58,175.95,24973043.0
2025-06-18 04:00:00,176.01,176.56,173.2,173.32,28707524.0
2025-06-20 04:00:00,173.945,174.34,165.46,166.64,75659917.0
2025-06-23 04:00:00,166.27,167.34,162.0,165.19,57670985.0
2025-06-24 04:00:00,166.92,168.22,166.13,166.77,40524312.0
2025-06-25 04:00:00,167.63,172.36,167.55,170.68,35478989.0
2025-06-26 04:00:00,172.43,173.69,169.94,173.54,31796690.0
2025-06-27 04:00:00,173.54,178.68,171.73,178.53,108140200.0
2025-06-30 04:00:00,180.78,181.23,174.58,176.23,63378856.0
2025-07-01 04:00:00,175.735,176.09,173.53,175.84,35904526.0
2025-07-02 04:00:00,175.54,178.86,175.07,178.64,29128947.0
2025-07-03 04:00:00,178.5,179.67,177.05,179.53,21689728.0
2025-07-07 04:00:00,179.06,179.297,175.68,176.79,34175648.0
2025-07-08 04:00:00,177.85,177.95,172.81,174.36,40442535.0
2025-07-09 04:00:00,175.25,179.44,172.77,176.62,43025594.0
2025-07-10 04:00:00,175.63,178.429,174.38,177.62,29252166.0
2025-07-11 04:00:00,176.785,181.43,176.48,180.19,34282922.0
2025-07-14 04:00:00,181.01,183.67,179.68,181.56,32536632.0
2025-07-15 04:00:00,182.81,184.22,181.6,182.0,33448251.0
2025-07-16 04:00:00,183.235,184.327,182.03,182.97,33098711.0
2025-07-17 04:00:00,182.14,184.06,180.48,183.58,31992212.0
2025-07-18 04:00:00,185.4,186.42,183.71,185.06,34013309.0
2025-07-21 04:00:00,186.25,190.285,186.15,190.1,45803129.0
2025-07-22 04:00:00,191.495,191.645,187.46,191.34,44660215.0
2025-07-23 04:00:00,191.5,192.53,189.18,190.23,58682048.0
2025-07-24 04:00:00,197.03,197.95,191.0,192.17,74881687.0
2025-07-25 04:00:00,191.98,194.33,191.26,193.18,39785863.0
2025-07-28 04:00:00,193.65,194.05,190.84,192.58,38139504.0
2025-07-29 04:00:00,192.43,195.92,192.08,195.75,41389153.0
2025-07-30 04:00:00,195.6,197.5999,194.685,196.53,32444670.0
2025-07-31 04:00:00,195.71,195.99,191.09,191.9,51329163.0
2025-08-01 04:00:00,189.025,190.83,187.82,189.13,34832181.0
2025-08-04 04:00:00,190.29,195.27,190.12,195.04,31547350.0
2025-08-05 04:00:00,194.71,197.8599,193.885,194.67,31602340.0
2025-08-06 04:00:00,194.5,196.63,193.67,196.09,21562908.0
2025-08-07 04:00:00,197.06,197.54,194.33,196.52,26321811.0
2025-08-08 04:00:00,197.22,202.61,197.17,201.42,39161826.0
2025-08-11 04:00:00,200.935,201.475,199.07,201.0,25832435.0
2025-08-12 04:00:00,201.365,204.5,200.59,203.34,30424452.0
2025-08-13 04:00:00,204.13,204.53,197.5101,201.96,28342922.0
2025-08-14 04:00:00,201.5,204.44,201.225,202.94,25230427.0
2025-08-15 04:00:00,203.85,206.44,201.28,203.9,34931422.0
2025-08-18 04:00:00,204.2,205.265,202.49,203.5,18526594.0
2025-08-19 04:00:00,203.03,203.44,199.96,201.57,24240233.0
2025-08-20 04:00:00,200.73,201.28,196.595,199.32,28955498.0
2025-08-21 04:00:00,199.745,202.48,199.43,199.75,19774633.0
2025-08-22 04:00:00,202.73,208.54,201.3,206.09,42827040.0
2025-08-25 04:00:00,206.43,210.52,205.28,208.49,29928878.0
2025-08-26 04:00:00,207.51,207.85,205.7,207.14,28464130.0
2025-08-27 04:00:00,205.7,208.91,205.65,207.48,23022850.0
2025-08-28 04:00:00,207.25,212.22,206.9,211.64,32339307.0
2025-08-29 04:00:00,210.51,214.645,210.2,212.91,39717856.0
2025-09-02 04:00:00,208.44,211.675,206.195,211.35,47523037.0
2025-09-03 04:00:00,226.21,231.31,224.79,230.66,103336125.0
2025-09-04 04:00:00,229.65,232.37,226.11,232.3,51684167.0
2025-09-05 04:00:00,232.2,235.76,231.9,235.0,46324706.0
2025-09-08 04:00:00,235.47,238.13,233.67,234.04,32474743.0
2025-09-09 04:00:00,234.165,240.47,233.229,239.63,38060959.0
2025-09-10 04:00:00,238.9,241.66,237.85,239.17,35141074.0
2025-09-11 04:00:00,239.88,242.25,236.25,240.37,30593309.0
2025-09-12 04:00:00,240.37,242.075,238.0,240.8,26771610.0
2025-09-15 04:00:00,244.66,252.4099,244.66,251.61,58383796.0
2025-09-16 04:00:00,252.08,253.04,249.47,251.16,34109720.0
2025-09-17 04:00:00,251.22,251.6,246.28,249.53,34107992.0
2025-09-18 04:00:00,251.68,253.99,249.8,252.03,31239474.0
2025-09-19 04:00:00,253.25,256.0,251.81,254.72,55571424.0
2025-09-22 04:00:00,254.43,255.78,250.3,252.53,32290538.0
2025-09-23 04:00:00,253.04,254.36,250.48,251.66,26628016.0
2025-09-24 04:00:00,251.66,252.3501,246.44,247.14,28201003.0
2025-09-25 04:00:00,244.4,246.49,240.74,245.79,31020383.0
2025-09-26 04:00:00,247.065,249.42,245.97,246.54,18503194.0
2025-09-29 04:00:00,247.85,251.1486,242.77,244.05,32505777.0
2025-09-30 04:00:00,242.81,243.29,239.245,243.1,34724346.0
2025-10-01 04:00:00,240.75,246.3,238.61,244.9,31658234.0
2025-10-02 04:00:00,245.15,246.81,242.3,245.69,25483298.0
2025-10-03 04:00:00,244.49,246.3,241.655,245.35,30249559.0
2025-10-06 04:00:00,244.78,251.32,244.58,250.43,28894653.0
2025-10-07 04:00:00,248.27,250.44,245.52,245.76,23181285.0
2025-10-08 04:00:00,244.96,246.005,243.82,244.62,21307104.0
2025-10-09 04:00:00,244.47,244.76,239.15,241.53,27892086.0
2025-10-10 04:00:00,241.43,244.09,235.84,236.57,33180323.0
2025-10-13 04:00:00,240.21,244.5,239.71,244.15,24995028.0
2025-10-14 04:00:00,241.23,247.12,240.51,245.45,22111572.0
2025-10-15 04:00:00,247.245,252.11,245.99,251.03,27007690.0
2025-10-16 04:00:00,251.765,256.96,250.101,251.46,27997159.0
2025-10-17 04:00:00,250.76,254.22,247.81,253.3,29671629.0
2025-10-20 04:00:00,254.69,257.33,254.23,256.55,22350077.0
2025-10-21 04:00:00,254.74,254.88,244.15,250.46,47311841.0
2025-10-22 04:00:00,254.37,256.36,249.29,251.69,35029370.0
2025-10-23 04:00:00,252.98,255.04,251.85,253.08,19901325.0
2025-10-24 04:00:00,256.58,261.68,255.315,259.92,28655026.0
2025-10-27 04:00:00,264.815,270.14,264.28,269.27,35235031.0
2025-10-28 04:00:00,269.69,270.73,266.5,267.47,29738554.0
2025-10-29 04:00:00,267.75,275.336,267.67,274.57,43580177.0
2025-10-30 04:00:00,291.59,291.59,280.06,281.48,74875990.0
2025-10-31 04:00:00,283.21,286.0,277.03,281.19,39267645.0
2025-11-03 05:00:00,282.175,285.53,279.8,283.72,29785996.0
2025-11-04 05:00:00,276.75,281.27,276.26,277.54,30078369.0
2025-11-05 05:00:00,278.87,286.415,277.34,284.31,31010302.0
2025-11-06 05:00:00,285.33,288.35,281.14,284.75,37173648.0
2025-11-07 05:00:00,283.205,283.78,275.19,278.83,34479588.0
2025-11-10 05:00:00,284.42,290.8,282.855,290.1,29557309.0
2025-11-11 05:00:00,287.745,291.915,287.32,291.31,19842136.0
2025-11-12 05:00:00,291.675,292.005,283.69,286.71,24829923.0
2025-11-13 05:00:00,282.34,282.84,277.24,278.57,29494040.0
2025-11-14 05:00:00,271.405,278.56,270.7,276.41,31647227.0
2025-11-17 05:00:00,285.775,293.95,283.57,285.02,52670192.0
2025-11-18 05:00:00,287.915,288.8,278.2,284.28,49158743.0
2025-11-19 05:00:00,287.16,303.81,286.63,292.81,68198944.0
2025-11-20 05:00:00,304.54,306.42,288.67,289.45,62025218.0
2025-11-21 05:00:00,296.415,303.92,293.845,299.66,74137697.0
2025-11-24 05:00:00,311.13,319.48,309.595,318.58,85165123.0
2025-11-25 05:00:00,326.21,328.83,317.65,323.44,88632074.0
2025-11-26 05:00:00,320.68,324.5,316.79,319.95,51373361.0
2025-11-28 05:00:00,323.365,326.85,316.79,320.18,26018568.0
2025-12-01 05:00:00,317.7,319.85,313.89,314.89,41182956.0
2025-12-02 05:00:00,316.74,318.38,313.91,315.81,35854744.0
2025-12-03 05:00:00,315.89,321.58,314.1,319.63,41838317.0
2025-12-04 05:00:00,322.225,322.36,314.7,317.62,31240924.0
2025-12-05 05:00:00,319.49,323.16,319.165,321.27,28851705.0
2025-12-08 05:00:00,320.05,320.44,311.2219,313.72,33909433.0
2025-12-09 05:00:00,312.37,317.99,311.895,317.08,30194027.0
