date,open,high,low,close,volume
2025-03-18 04:00:00,479.41,479.61,472.41,474.54,39072265.0
2025-03-19 04:00:00,476.81,485.33,474.87,480.89,40430334.0
2025-03-20 04:00:00,476.88,484.55,476.18,479.26,36780549.0
2025-03-21 04:00:00,474.08,481.61,472.905,480.84,42234874.0
2025-03-24 04:00:00,487.74,491.51,484.4,490.66,34567186.0
2025-03-25 04:00:00,491.39,493.62,490.42,493.46,26035241.0
2025-03-26 04:00:00,492.3,493.16,482.82,484.38,35043357.0
2025-03-27 04:00:00,482.41,486.5799,480.25,481.62,33469817.0
2025-03-28 04:00:00,479.81,480.52,468.05,468.94,46363797.0
2025-03-31 04:00:00,461.92,469.86,457.33,468.92,52999898.0
2025-04-01 04:00:00,467.3,473.63,464.42,472.7,41156226.0
2025-04-02 04:00:00,466.12,479.56,465.86,476.15,49894489.0
2025-04-03 04:00:00,456.44,460.07,450.14,450.66,70455738.0
2025-04-04 04:00:00,438.14,440.37,422.67,422.67,117117172.0
2025-04-07 04:00:00,408.66,443.14,402.39,423.69,161556970.0
2025-04-08 04:00:00,438.16,443.1384,409.79,416.06,101233138.0
2025-04-09 04:00:00,415.57,467.83,415.43,466.0,142857727.0
2025-04-10 04:00:00,453.56,455.59,432.63,446.18,108384092.0
2025-04-11 04:00:00,444.65,455.79,441.33,454.4,52483779.0
2025-04-14 04:00:00,464.46,465.05,452.63,457.48,43941179.0
2025-04-15 04:00:00,458.54,462.38,456.15,457.99,35404210.0
2025-04-16 04:00:00,449.03,452.62,437.76,444.18,48980552.0
2025-04-17 04:00:00,447.17,447.75,441.36,444.1,44836453.0
2025-04-21 04:00:00,438.23,439.08,427.93,433.11,44149313.0
2025-04-22 04:00:00,438.82,447.58,437.62,444.48,52303763.0
2025-04-23 04:00:00,458.17,463.38,452.88,454.56,55801136.0
2025-04-24 04:00:00,456.48,467.66,455.83,467.35,45956136.0
2025-04-25 04:00:00,466.97,473.09,465.39,472.56,38697063.0
2025-04-28 04:00:00,473.03,474.808,466.03,472.41,33550778.0
2025-04-29 04:00:00,470.17,476.4243,469.59,475.53,30613120.0
2025-04-30 04:00:00,467.13,477.2,462.43,475.47,46810610.0
2025-05-01 04:00:00,483.41,487.18,480.74,481.68,43316539.0
2025-05-02 04:00:00,486.54,490.91,484.83,488.83,39218082.0
2025-05-05 04:00:00,484.6,489.03,484.1,485.93,28309490.0
2025-05-06 04:00:00,479.56,485.05,478.19,481.41,32786310.0
2025-05-07 04:00:00,482.08,485.8,476.782,483.3,38109864.0
2025-05-08 04:00:00,488.53,492.7,484.17,488.29,39577592.0
2025-05-09 04:00:00,490.21,491.54,486.195,487.97,27767416.0
2025-05-12 04:00:00,506.99,507.89,501.48,507.85,45090616.0
2025-05-13 04:00:00,509.16,517.39,508.42,515.59,53269573.0
2025-05-14 04:00:00,516.77,519.2279,515.75,518.68,47014516.0
2025-05-15 04:00:00,516.52,521.93,515.17,519.25,50153275.0
2025-05-16 04:00:00,520.66,521.7,517.1,521.51,48394603.0
2025-05-19 04:00:00,514.24,522.53,514.24,522.01,52536154.0
2025-05-20 04:00:00,519.47,520.93,516.66,520.27,42517561.0
2025-05-21 04:00:00,516.27,523.0,511.24,513.04,71292831.0
2025-05-22 04:00:00,513.66,517.71,512.3,514.0,55607169.0
2025-05-23 04:00:00,506.18,511.84,505.58,509.24,58368075.0
2025-05-27 04:00:00,516.15,521.71,514.59,521.22,47226323.0
2025-05-28 04:00:00,522.18,523.68,518.39,518.91,46637175.0
2025-05-29 04:00:00,526.33,526.48,517.32,519.93,58724069.0
2025-05-30 04:00:00,519.44,520.68,511.93,519.11,67662836.0
2025-06-02 04:00:00,517.24,523.45,515.97,523.21,44762817.0
2025-06-03 04:00:00,523.56,528.74,522.69,527.3,44070330.0
2025-06-04 04:00:00,528.01,529.84,525.9694,528.77,41359322.0
2025-06-05 04:00:00,530.18,533.05,522.66,524.79,61286623.0
2025-06-06 04:00:00,530.0,531.8,528.21,529.92,42467021.0
2025-06-09 04:00:00,530.14,532.35,529.01,530.7,33688671.0
2025-06-10 04:00:00,531.17,534.9,528.89,534.21,40664795.0
2025-06-11 04:00:00,535.62,536.78,530.11,532.41,53701033.0
2025-06-12 04:00:00,531.09,534.6438,530.84,533.66,34104887.0
2025-06-13 04:00:00,527.68,531.87,525.73,526.96,55814443.0
2025-06-16 04:00:00,530.5,535.37,530.45,534.29,37622051.0
2025-06-17 04:00:00,531.71,533.325,527.91,529.08,42180866.0
2025-06-18 04:00:00,530.1,532.55,527.4,528.99,43983522.0
2025-06-20 04:00:00,532.26,533.56,524.88,526.83,61643519.0
2025-06-23 04:00:00,526.81,532.17,523.65,531.65,50666146.0
2025-06-24 04:00:00,536.89,540.7,536.27,539.78,45441982.0
2025-06-25 04:00:00,542.06,543.31,539.38,541.16,44804168.0
2025-06-26 04:00:00,543.35,546.67,541.52,546.22,43811432.0
2025-06-27 04:00:00,547.26,549.99,544.545,548.09,57577147.0
2025-06-30 04:00:00,551.26,552.8,549.01,551.64,45548742.0
2025-07-01 04:00:00,549.73,550.71,544.66,546.99,56166736.0
2025-07-02 04:00:00,546.16,551.0,546.12,550.8,36538281.0
2025-07-03 04:00:00,553.18,557.2,553.18,556.22,26443524.0
2025-07-07 04:00:00,553.52,554.34,549.58,552.03,45349323.0
2025-07-08 04:00:00,553.38,554.01,551.1,552.34,36153258.0
2025-07-09 04:00:00,554.48,557.63,553.1,556.25,43045534.0
2025-07-10 04:00:00,556.89,557.3,552.75,555.45,34710913.0
2025-07-11 04:00:00,553.3,555.79,552.05,554.2,39618635.0
2025-07-14 04:00:00,553.99,556.945,551.63,556.21,36453314.0
2025-07-15 04:00:00,560.25,560.8,556.66,556.72,43277661.0
2025-07-16 04:00:00,557.28,560.21,551.56,557.29,52303155.0
2025-07-17 04:00:00,558.02,562.31,557.21,561.8,40423344.0
2025-07-18 04:00:00,563.12,564.7262,559.98,561.26,50480824.0
2025-07-21 04:00:00,562.09,566.06,562.06,564.17,39595214.0
2025-07-22 04:00:00,564.3,564.35,558.61,561.25,43288647.0
2025-07-23 04:00:00,562.34,563.85,559.58,563.81,40215259.0
2025-07-24 04:00:00,565.13,566.24,563.295,565.01,42275541.0
2025-07-25 04:00:00,564.93,567.695,564.27,566.37,30630614.0
2025-07-28 04:00:00,567.74,569.04,566.87,568.14,31498739.0
2025-07-29 04:00:00,570.76,572.11,566.53,567.26,45463317.0
2025-07-30 04:00:00,568.18,570.62,565.05,568.02,43426423.0
2025-07-31 04:00:00,574.54,574.63,563.87,565.01,64613590.0
2025-08-01 04:00:00,558.83,559.02,551.68,553.88,69400789.0
2025-08-04 04:00:00,559.05,564.315,558.95,564.1,47669751.0
2025-08-05 04:00:00,565.39,566.5607,559.73,560.27,48666640.0
2025-08-06 04:00:00,561.11,567.76,560.63,567.32,41823677.0
2025-08-07 04:00:00,571.67,573.32,565.11,569.24,44462972.0
2025-08-08 04:00:00,570.45,574.77,570.15,574.55,35255472.0
2025-08-11 04:00:00,574.69,576.8,571.57,572.85,33112917.0
2025-08-12 04:00:00,575.16,580.35,572.485,580.05,42271441.0
2025-08-13 04:00:00,582.76,583.3199,578.94,580.34,41209294.0
2025-08-14 04:00:00,578.28,581.88,577.91,579.89,45425043.0
2025-08-15 04:00:00,579.8,579.84,575.5743,577.34,49480161.0
2025-08-18 04:00:00,576.44,577.765,575.2412,577.11,29830957.0
2025-08-19 04:00:00,576.39,576.56,568.25,569.28,53752635.0
2025-08-20 04:00:00,568.33,568.45,558.84,565.9,76781087.0
2025-08-21 04:00:00,564.35,566.49,560.98,563.28,46436899.0
2025-08-22 04:00:00,564.67,573.99,563.27,571.97,51502129.0
2025-08-25 04:00:00,570.4,573.2871,569.16,570.32,34044749.0
2025-08-26 04:00:00,569.83,572.92,568.8,572.61,34103014.0
2025-08-27 04:00:00,571.59,574.405,570.37,573.49,36927144.0
2025-08-28 04:00:00,574.11,578.0,572.46,577.08,46787857.0
2025-08-29 04:00:00,574.655,575.03,568.54,570.4,56009920.0
2025-09-02 04:00:00,561.31,565.965,559.535,565.62,65876765.0
2025-09-03 04:00:00,569.23,571.695,566.725,570.07,54230213.0
2025-09-04 04:00:00,570.74,575.6,569.025,575.23,47526280.0
2025-09-05 04:00:00,580.49,581.12,571.53,576.06,68321394.0
2025-09-08 04:00:00,578.37,580.84,577.77,578.87,46370954.0
2025-09-09 04:00:00,579.67,580.94,577.04,580.51,44007592.0
2025-09-10 04:00:00,583.74,583.77,578.55,580.7,49307959.0
2025-09-11 04:00:00,583.24,584.88,581.62,584.08,44709014.0
2025-09-12 04:00:00,585.04,587.86,584.1,586.66,50745886.0
2025-09-15 04:00:00,588.44,591.79,588.295,591.68,44360315.0
2025-09-16 04:00:00,592.61,592.86,590.49,591.18,36942130.0
2025-09-17 04:00:00,591.1,591.75,584.365,590.0,69384820.0
2025-09-18 04:00:00,594.91,598.14,592.96,595.32,61069293.0
2025-09-19 04:00:00,597.33,600.05,595.85,599.35,58196109.0
2025-09-22 04:00:00,597.74,602.87,597.72,602.2,57154769.0
2025-09-23 04:00:00,602.37,602.57,596.98,598.2,64635486.0
2025-09-24 04:00:00,599.58,599.9,593.36,596.1,49850301.0
2025-09-25 04:00:00,592.2,595.115,588.5,593.53,70920209.0
2025-09-26 04:00:00,594.35,596.3,591.06,595.97,54337416.0
2025-09-29 04:00:00,599.11,602.05,597.41,598.73,48332934.0
2025-09-30 04:00:00,598.43,600.71,596.1,600.37,46533814.0
2025-10-01 04:00:00,597.17,603.79,596.34,603.25,46899612.0
2025-10-02 04:00:00,607.06,607.16,602.93,605.73,43765410.0
2025-10-03 04:00:00,606.51,607.3255,601.385,603.18,46482098.0
2025-10-06 04:00:00,608.45,609.36,605.97,607.71,42172115.0
2025-10-07 04:00:00,609.02,609.71,603.03,604.51,58209463.0
2025-10-08 04:00:00,605.41,611.75,605.26,611.44,50629754.0
2025-10-09 04:00:00,611.48,611.61,607.48,610.7,45550958.0
2025-10-10 04:00:00,611.4,613.18,589.05,589.5,97614783.0
2025-10-13 04:00:00,599.68,602.95,597.23,602.01,65872584.0
2025-10-14 04:00:00,595.31,602.69,590.13,598.0,69203187.0
2025-10-15 04:00:00,604.01,606.7,595.93,602.22,62805456.0
2025-10-16 04:00:00,605.11,608.31,595.5,599.99,70981963.0
2025-10-17 04:00:00,597.95,605.51,596.37,603.93,72203372.0
2025-10-20 04:00:00,607.14,612.8,607.065,611.54,45761697.0
2025-10-21 04:00:00,611.64,612.7213,609.32,611.38,44535178.0
2025-10-22 04:00:00,610.82,611.41,599.74,605.49,61478802.0
2025-10-23 04:00:00,604.91,611.37,604.52,610.58,42844298.0
2025-10-24 04:00:00,615.99,618.42,615.13,617.1,47632473.0
2025-10-27 04:00:00,624.52,628.55,624.03,628.09,54098611.0
2025-10-28 04:00:00,630.36,634.68,629.25,632.92,61195733.0
2025-10-29 04:00:00,635.59,637.01,630.25,635.77,67422576.0
2025-10-30 04:00:00,632.17,633.5,625.94,626.05,61628511.0
2025-10-31 04:00:00,634.17,634.2,626.69,629.07,66305047.0
2025-11-03 05:00:00,635.11,635.82,629.85,632.08,37154307.0
2025-11-04 05:00:00,623.28,626.95,618.455,619.25,63830768.0
2025-11-05 05:00:00,618.49,626.6,617.21,623.28,48688484.0
2025-11-06 05:00:00,621.79,622.04,610.3,611.67,72115128.0
2025-11-07 05:00:00,608.31,609.95,598.67,609.74,81835388.0
2025-11-10 05:00:00,618.92,624.31,616.89,623.23,55919931.0
2025-11-11 05:00:00,620.57,622.72,617.52,621.57,44868841.0
2025-11-12 05:00:00,624.84,624.86,617.81,621.08,47444384.0
2025-11-13 05:00:00,617.54,618.12,606.08,608.4,71333634.0
2025-11-14 05:00:00,599.55,613.35,597.17,608.86,80087291.0
2025-11-17 05:00:00,606.3,612.48,599.87,603.66,63850367.0
2025-11-18 05:00:00,599.62,602.31,591.34,596.31,83327279.0
2025-11-19 05:00:00,597.07,606.16,594.59,599.87,73111487.0
2025-11-20 05:00:00,611.62,614.03,584.75,585.67,117766195.0
2025-11-21 05:00:00,587.47,596.98,580.74,590.07,103344155.0
2025-11-24 05:00:00,595.28,606.68,595.16,605.16,60168149.0
2025-11-25 05:00:00,603.51,610.2601,597.32,608.89,57560867.0
2025-11-26 05:00:00,612.51,616.19,610.39,614.27,42393598.0
2025-11-28 05:00:00,616.11,619.32,615.4174,619.25,23034394.0
2025-12-01 05:00:00,613.63,619.4401,612.52,617.17,40957588.0
2025-12-02 05:00:00,619.46,623.75,617.59,622.0,54541834.0
2025-12-03 05:00:00,619.62,624.22,618.03,623.52,47841627.0
2025-12-04 05:00:00,624.93,624.94,619.54,622.94,47067751.0
2025-12-05 05:00:00,624.38,628.92,623.71,625.48,53614169.0
2025-12-08 05:00:00,627.21,628.84,621.69,624.28,43462406.0
